cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
05,Coahuila de Zaragoza,0,Estatal,1002000003,Población total mujeres,2000,1157875,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000003,Población total mujeres,2005,1258320,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000003,Población total mujeres,2010,1384194,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000003,Población total mujeres,2020,1583102,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,1995,30.4,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2000,28.8,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2005,26.6,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2010,25.9,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2015,25.1224146887474,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2020,24.8204490080277,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,1995,30.2,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2000,28.8,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2005,26.8,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2010,26.2,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2015,12.6288235025373,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2020,25.1877649229941,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,1995,30.6,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2000,28.8,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2005,26.4,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2010,25.6,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,12.4935911862101,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,24.4576482404936,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,6.6,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,7.1,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,7.9,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,8.6,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,9.69922992708758,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,11.0977414593079,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,6.4,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,6.8,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,7.6,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,8.3,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,4.63877979569632,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,10.5958304364681,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,6.8,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,7.4,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,8.2,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,9,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.06045013139126,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,11.5934828549313,No especificada
05,Coahuila de Zaragoza,0,Estatal,1002000010,Edad mediana,1995,22,Años
05,Coahuila de Zaragoza,0,Estatal,1002000010,Edad mediana,2000,23,Años
05,Coahuila de Zaragoza,0,Estatal,1002000010,Edad mediana,2005,25,Años
05,Coahuila de Zaragoza,0,Estatal,1002000010,Edad mediana,2010,26,Años
05,Coahuila de Zaragoza,0,Estatal,1002000010,Edad mediana,2015,26.778753,Años
05,Coahuila de Zaragoza,0,Estatal,1002000010,Edad mediana,2020,29,Años
05,Coahuila de Zaragoza,0,Estatal,1002000011,Edad mediana hombres,1995,22,Años
05,Coahuila de Zaragoza,0,Estatal,1002000011,Edad mediana hombres,2000,23,Años
05,Coahuila de Zaragoza,0,Estatal,1002000011,Edad mediana hombres,2005,24,Años
05,Coahuila de Zaragoza,0,Estatal,1002000011,Edad mediana hombres,2010,25,Años
05,Coahuila de Zaragoza,0,Estatal,1002000011,Edad mediana hombres,2020,28,Años
05,Coahuila de Zaragoza,0,Estatal,1002000012,Edad mediana mujeres,1995,22,Años
05,Coahuila de Zaragoza,0,Estatal,1002000012,Edad mediana mujeres,2000,24,Años
05,Coahuila de Zaragoza,0,Estatal,1002000012,Edad mediana mujeres,2005,25,Años
05,Coahuila de Zaragoza,0,Estatal,1002000012,Edad mediana mujeres,2010,27,Años
05,Coahuila de Zaragoza,0,Estatal,1002000012,Edad mediana mujeres,2020,29,Años
05,Coahuila de Zaragoza,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000014,Población en hogares censales,2000,2269362,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000014,Población en hogares censales,2005,2453061,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000014,Población en hogares censales,2010,2705129,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000014,Población en hogares censales,2015,2954915,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000014,Población en hogares censales,2020,3137032,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000015,Población en hogares familiares,2000,2229858,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000015,Población en hogares familiares,2005,2398516,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000015,Población en hogares familiares,2010,2633690,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000015,Población en hogares familiares,2020,3006742,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000016,Población en hogares no familiares,2000,37856,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000016,Población en hogares no familiares,2005,51169,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000016,Población en hogares no familiares,2010,69059,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000016,Población en hogares no familiares,2020,124370,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
05,Coahuila de Zaragoza,0,Estatal,1002000018,Hogares censales,2000,552024,Hogares censales
05,Coahuila de Zaragoza,0,Estatal,1002000018,Hogares censales,2005,627101,Hogares censales
05,Coahuila de Zaragoza,0,Estatal,1002000018,Hogares censales,2010,715158,Hogares censales
05,Coahuila de Zaragoza,0,Estatal,1002000018,Hogares censales,2015,809275,Hogares censales
05,Coahuila de Zaragoza,0,Estatal,1002000018,Hogares censales,2020,900883,Hogares censales
05,Coahuila de Zaragoza,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000019,Hogares con jefatura masculina,2000,457712,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000019,Hogares con jefatura masculina,2005,508345,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000019,Hogares con jefatura masculina,2010,565393,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000019,Hogares con jefatura masculina,2015,614713,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000019,Hogares con jefatura masculina,2020,643572,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000020,Hogares con jefatura femenina,2000,94312,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000020,Hogares con jefatura femenina,2005,118756,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000020,Hogares con jefatura femenina,2010,149765,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000020,Hogares con jefatura femenina,2015,194562,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000020,Hogares con jefatura femenina,2020,257311,Hogares
05,Coahuila de Zaragoza,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.11,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.91,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.78,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.7,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.4821747108115,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.26,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.06,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.94,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.60445140559254,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.4,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.26,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.2,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.17634302458892,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1910,106.3,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1921,100,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1930,99.8,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1940,101.5,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1950,99.1,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1960,102.3,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1970,102.2,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1990,98.6,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,1995,98.85,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,2000,98.47,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,2005,98.3,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,2010,98.56,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,2015,98.010391,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000024,Relación hombres-mujeres,2020,98.772473283465,Hombres por cada 100 mujeres
05,Coahuila de Zaragoza,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,96.0266445458751,Porcentaje
05,Coahuila de Zaragoza,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,96.63,Porcentaje
05,Coahuila de Zaragoza,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,97.0980220627832,Porcentaje
05,Coahuila de Zaragoza,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,97.9928611269887,Porcentaje
05,Coahuila de Zaragoza,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,98.5,Tasa
05,Coahuila de Zaragoza,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,99.46315,Tasa
05,Coahuila de Zaragoza,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.83226479909,Tasa
05,Coahuila de Zaragoza,0,Estatal,1002000055,Población de edad no especificada,1990,11461,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000055,Población de edad no especificada,1995,3982,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000055,Población de edad no especificada,2000,26846,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000055,Población de edad no especificada,2005,41182,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000055,Población de edad no especificada,2010,37960,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000055,Población de edad no especificada,2020,6159,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,5655,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,1937,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,13660,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,20669,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,19018,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,3074,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,5806,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,2045,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,13186,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,20513,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,18942,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,3085,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000058,Población de 0 a 4 años,1990,230050,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000058,Población de 0 a 4 años,1995,253150,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000058,Población de 0 a 4 años,2000,253171,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000058,Población de 0 a 4 años,2005,249590,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000058,Población de 0 a 4 años,2010,258246,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000058,Población de 0 a 4 años,2020,279912,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,116635,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,128620,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,129130,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,126956,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,131289,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,141812,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,113415,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,124530,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,124041,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,122634,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,126957,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,138100,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000061,Población de 10 a 14 años,1990,251883,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000061,Población de 10 a 14 años,1995,236394,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000061,Población de 10 a 14 años,2000,234659,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000061,Población de 10 a 14 años,2005,257591,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000061,Población de 10 a 14 años,2010,268193,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000061,Población de 10 a 14 años,2020,268144,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,126837,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,119915,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,119135,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,130729,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,136153,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,136301,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,125046,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,116479,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,115524,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,126862,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,132040,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,131843,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000064,Población de 100 años y más,1990,277,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000064,Población de 100 años y más,1995,169,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000064,Población de 100 años y más,2000,253,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000064,Población de 100 años y más,2005,225,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000064,Población de 100 años y más,2010,263,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000064,Población de 100 años y más,2020,214,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,109,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,66,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,87,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,84,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,91,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,70,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,168,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,103,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,166,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,141,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,172,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,144,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000067,Población de 15 a 19 años,1990,243023,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000067,Población de 15 a 19 años,1995,240739,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000067,Población de 15 a 19 años,2000,225416,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000067,Población de 15 a 19 años,2005,231405,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000067,Población de 15 a 19 años,2010,261942,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000067,Población de 15 a 19 años,2020,269284,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,121309,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,120684,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,113776,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,116757,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,132477,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,136850,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,121714,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,120055,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,111640,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,114648,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,129465,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,132434,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000070,Población de 20 a 24 años,1990,198192,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000070,Población de 20 a 24 años,1995,231564,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000070,Población de 20 a 24 años,2000,223857,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000070,Población de 20 a 24 años,2005,214562,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000070,Población de 20 a 24 años,2010,230132,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000070,Población de 20 a 24 años,2020,264313,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,97253,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,113983,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,110790,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,107233,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,115443,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,133659,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,100939,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,117581,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,113067,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,107329,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,114689,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,130654,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000073,Población de 25 a 29 años,1990,160430,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000073,Población de 25 a 29 años,1995,187979,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000073,Población de 25 a 29 años,2000,204662,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000073,Población de 25 a 29 años,2005,206859,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000073,Población de 25 a 29 años,2010,210236,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000073,Población de 25 a 29 años,2020,245917,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,77799,Personas
05,Coahuila de Zaragoza,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,91537,Personas
